tripid,persid,hhid,stops,tripno,starthour,startime,arrhour,arrtime,triptime,travtime,waitime,duration,cumdist,origplace1,origplace2,origpurp1,origpurp2,destplace1,destplace2,destpurp1,destpurp2,origLGA,destLGA,trippurp,linkmode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,wdtripwgt_LGA,wetripwgt_LGA
Y12H0000111P01T01,Y12H0000111P01,Y12H0000111,1,1,5,345,6,385,40,40,0,495,31.19,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Maroondah (C),Work Related,Vehicle Driver,31.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.18,
Y12H0000111P01T02,Y12H0000111P01,Y12H0000111,1,2,14,880,15,930,50,50,0,1,30.34,Workplace,My Workplace,Work Related,Own Workplace,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Maroondah (C),Nillumbik (S),Pick-up or Drop-off Someone,Vehicle Driver,30.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.18,
Y12H0000111P01T03,Y12H0000111P01,Y12H0000111,1,3,15,931,15,945,14,14,0,15,10.34,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Nillumbik (S),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,10.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.18,
Y12H0000111P01T04,Y12H0000111P01,Y12H0000111,1,4,16,960,16,995,35,35,0,0,3.23,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Whittlesea (C),Whittlesea (C),Personal Business,Walking,3.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.18,
Y12H0000111P01T05,Y12H0000111P01,Y12H0000111,1,5,16,995,17,1030,35,35,0,N/A,3.23,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Personal Business,Walking,3.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.18,
Y12H0000111P02T01,Y12H0000111P02,Y12H0000111,1,1,7,465,7,470,5,5,0,0,2.33,Accommodation,Survey Home,At Home,At home,Transport Feature,Bus Stop,Pick-up or Drop-off Someone,Someone picked-up or delivered,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,2.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.48,
Y12H0000111P02T02,Y12H0000111P02,Y12H0000111,1,2,7,470,8,530,60,60,0,550,20.65,Transport Feature,Bus Stop,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Manningham (C),Work Related,Vehicle Driver,20.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.48,
Y12H0000111P02T03,Y12H0000111P02,Y12H0000111,1,3,18,1080,18,1120,40,40,0,10,11.54,Workplace,My Workplace,Work Related,Own Workplace,Recreational Place,Sport Ground or Oval,Pick-up or Drop-off Someone,Someone picked-up or delivered,Manningham (C),Banyule (C),Pick-up or Drop-off Someone,Vehicle Driver,11.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.48,
Y12H0000111P02T04,Y12H0000111P02,Y12H0000111,1,4,18,1130,19,1140,10,10,0,N/A,9.3,Recreational Place,Sport Ground or Oval,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Banyule (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,9.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.48,
Y12H0000111P03T01,Y12H0000111P03,Y12H0000111,3,1,7,465,8,485,20,20,0,445,13.52,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Whittlesea (C),Banyule (C),Education,Public Bus,2.33,11.02,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,14,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.35,
Y12H0000111P03T02,Y12H0000111P03,Y12H0000111,3,2,15,930,16,960,30,18,12,N/A,11.02,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Banyule (C),Whittlesea (C),Change Mode,Public Bus,0.17,1.54,9.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,7,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.35,
Y12H0000111P04T01,Y12H0000111P04,Y12H0000111,3,1,7,470,8,513,43,38,5,414,10.2,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Whittlesea (C),Whittlesea (C),Education,School Bus,1.53,8.64,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,14,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.75,
Y12H0000111P04T02,Y12H0000111P04,Y12H0000111,3,2,15,927,15,945,18,18,0,N/A,10.32,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Change Mode,School Bus,0.03,8.64,1.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,11,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.75,
Y12H0000114P01T01,Y12H0000114P01,Y12H0000114,1,1,11,715,12,730,15,15,0,200,7.17,Accommodation,Survey Home,At Home,At home,Recreational Place,Sport Ground or Oval,Social,Watched sport,Whittlesea (C),Whittlesea (C),Social,Vehicle Driver,7.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,288.76
Y12H0000114P01T02,Y12H0000114P01,Y12H0000114,1,2,15,930,15,945,15,15,0,N/A,7.2,Recreational Place,Sport Ground or Oval,Social,Watched sport,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Social,Vehicle Driver,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,288.76
Y12H0000114P02T01,Y12H0000114P02,Y12H0000114,1,1,9,565,9,570,5,5,0,20,1.22,Accommodation,Survey Home,At Home,At home,Shops,Supermarket,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,1.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,236.92
Y12H0000114P02T02,Y12H0000114P02,Y12H0000114,1,2,9,590,9,595,5,5,0,120,1.25,Shops,Supermarket,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,1.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,236.92
Y12H0000114P02T03,Y12H0000114P02,Y12H0000114,1,3,11,715,12,730,15,15,0,200,7.2,Accommodation,Survey Home,At Home,At home,Recreational Place,Sport Ground or Oval,Social,Watched sport,Whittlesea (C),Whittlesea (C),Social,Vehicle Passenger,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,236.92
Y12H0000114P02T04,Y12H0000114P02,Y12H0000114,1,4,15,930,15,945,15,15,0,N/A,7.2,Recreational Place,Sport Ground or Oval,Social,Watched sport,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Social,Vehicle Passenger,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,236.92
Y12H0000114P03T01,Y12H0000114P03,Y12H0000114,1,1,11,715,12,730,15,15,0,200,7.17,Accommodation,Survey Home,At Home,At home,Recreational Place,Sport Ground or Oval,Recreational,Participated in sport,Whittlesea (C),Whittlesea (C),Recreational,Vehicle Passenger,7.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,324.95
Y12H0000114P03T02,Y12H0000114P03,Y12H0000114,1,2,15,930,15,945,15,15,0,N/A,7.2,Recreational Place,Sport Ground or Oval,Recreational,Participated in sport,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Recreational,Vehicle Passenger,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,324.95
Y12H0000114P04T01,Y12H0000114P04,Y12H0000114,1,1,11,715,12,730,15,15,0,200,7.17,Accommodation,Survey Home,At Home,At home,Recreational Place,Sport Ground or Oval,Recreational,Participated in sport,Whittlesea (C),Whittlesea (C),Recreational,Vehicle Passenger,7.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,324.95
Y12H0000114P04T02,Y12H0000114P04,Y12H0000114,1,2,15,930,15,945,15,15,0,N/A,7.2,Recreational Place,Sport Ground or Oval,Recreational,Participated in sport,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Recreational,Vehicle Passenger,7.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,324.95
Y12H0000116P01T01,Y12H0000116P01,Y12H0000116,1,1,13,810,14,840,30,30,0,N/A,26.9,Workplace,My Workplace,Unknown Purpose,Unknown Purpose,Accommodation,Survey Home,At or Go Home,Go home,Maribyrnong (C),Whittlesea (C),Unknown Purpose,Vehicle Driver,26.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.3,
Y12H0000116P02T01,Y12H0000116P02,Y12H0000116,3,1,9,585,10,635,50,40,10,145,2.76,Accommodation,Survey Home,At Home,At home,Shops,Shopping Centre,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Public Bus,0.36,1.46,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,15,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.73,
Y12H0000116P02T02,Y12H0000116P02,Y12H0000116,3,2,13,780,13,800,20,19,1,100,2.89,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Change Mode,Public Bus,0.94,1.46,0.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,9,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.73,
Y12H0000116P02T03,Y12H0000116P02,Y12H0000116,1,3,15,900,15,915,15,15,0,0,0.96,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Whittlesea (C),Whittlesea (C),Personal Business,Walking,0.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.73,
Y12H0000116P02T04,Y12H0000116P02,Y12H0000116,1,4,15,915,15,930,15,15,0,N/A,0.96,Recreational Place,Recreational NEC,Personal Business,Walked the dog,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Personal Business,Walking,0.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.73,
Y12H0000116P03T01,Y12H0000116P03,Y12H0000116,1,1,6,390,6,415,25,25,0,545,16.54,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Moreland (C),Work Related,Vehicle Driver,16.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120.49,
Y12H0000116P03T02,Y12H0000116P03,Y12H0000116,1,2,16,960,16,995,35,35,0,N/A,16.62,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Moreland (C),Whittlesea (C),Work Related,Vehicle Driver,16.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120.49,
Y12H0000117P01T01,Y12H0000117P01,Y12H0000117,1,1,7,450,7,460,10,10,0,560,4.37,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.08,
Y12H0000117P01T02,Y12H0000117P01,Y12H0000117,1,2,17,1020,17,1030,10,10,0,N/A,4.37,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.08,
Y12H0000117P02T01,Y12H0000117P02,Y12H0000117,1,1,6,400,7,450,50,50,0,120,25.19,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Whittlesea (C),Boroondara (C),Work Related,Vehicle Driver,25.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.07,
Y12H0000117P02T02,Y12H0000117P02,Y12H0000117,1,2,9,570,9,595,25,25,0,114,2.69,Workplace,Another Workplace,Work Related,Employer's Business,Workplace,Another Workplace,Work Related,Employer's Business,Boroondara (C),Boroondara (C),Work Related,Vehicle Driver,2.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.07,
Y12H0000117P02T03,Y12H0000117P02,Y12H0000117,1,3,11,709,12,755,46,46,0,200,5.36,Workplace,Another Workplace,Work Related,Employer's Business,Workplace,Another Workplace,Work Related,Employer's Business,Boroondara (C),Yarra (C),Work Related,Vehicle Driver,5.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.07,
Y12H0000117P02T04,Y12H0000117P02,Y12H0000117,1,4,15,955,16,1005,50,50,0,N/A,22.67,Workplace,Another Workplace,Work Related,Employer's Business,Accommodation,Survey Home,At or Go Home,Go home,Yarra (C),Whittlesea (C),Work Related,Vehicle Driver,22.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.07,
Y12H0000121P01T01,Y12H0000121P01,Y12H0000121,1,1,11,690,12,735,45,45,0,255,43.27,Accommodation,Survey Home,At Home,At home,Other,Other NEC,Recreational,Other recreational (eg. exercise),Whittlesea (C),Melton (C),Recreational,Vehicle Driver,43.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,188.58
Y12H0000121P01T02,Y12H0000121P01,Y12H0000121,1,2,16,990,17,1050,60,60,0,N/A,43.27,Other,Other NEC,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Melton (C),Whittlesea (C),Recreational,Vehicle Driver,43.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,188.58
Y12H0000121P02T01,Y12H0000121P02,Y12H0000121,1,1,11,690,12,735,45,45,0,255,43.27,Accommodation,Survey Home,At Home,At home,Other,Other NEC,Recreational,Other recreational (eg. exercise),Whittlesea (C),Melton (C),Recreational,Vehicle Passenger,43.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,196.9
Y12H0000121P02T02,Y12H0000121P02,Y12H0000121,1,2,16,990,17,1050,60,60,0,N/A,43.27,Other,Other NEC,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Melton (C),Whittlesea (C),Recreational,Vehicle Passenger,43.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,196.9
Y12H0000122P02T01,Y12H0000122P02,Y12H0000122,1,1,11,660,11,668,8,8,0,7,4.87,Accommodation,Survey Home,At Home,At home,Shops,Petrol Station,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,4.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.36,
Y12H0000122P02T02,Y12H0000122P02,Y12H0000122,1,2,11,675,11,685,10,10,0,N/A,4.87,Shops,Petrol Station,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,4.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.36,
Y12H0000122P03T01,Y12H0000122P03,Y12H0000122,1,1,9,555,9,570,15,15,0,485,6.95,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,6.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.25,
Y12H0000122P03T02,Y12H0000122P03,Y12H0000122,1,2,17,1055,17,1075,20,20,0,65,5.25,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Someone Else's Home,Social,Visited someone,Whittlesea (C),Whittlesea (C),Social,Vehicle Driver,5.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.25,
Y12H0000122P03T03,Y12H0000122P03,Y12H0000122,1,3,19,1140,19,1150,10,10,0,N/A,1.92,Accommodation,Someone Else's Home,Social,Visited someone,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Social,Vehicle Driver,1.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.25,
Y12H0000122P04T01,Y12H0000122P04,Y12H0000122,1,1,7,435,7,460,25,25,0,560,17.75,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Moreland (C),Work Related,Vehicle Passenger,17.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.36,
Y12H0000122P04T02,Y12H0000122P04,Y12H0000122,1,2,17,1020,17,1050,30,30,0,N/A,17.75,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Moreland (C),Whittlesea (C),Work Related,Vehicle Passenger,17.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.36,
Y12H0000124P01T01,Y12H0000124P01,Y12H0000124,1,1,11,715,12,735,20,20,0,135,5.23,Accommodation,Survey Home,At Home,At home,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Whittlesea (C),Whittlesea (C),Personal Business,Vehicle Passenger,5.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.58,
Y12H0000124P01T02,Y12H0000124P01,Y12H0000124,1,2,14,870,14,875,5,5,0,145,1.03,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Shops,Shopping Centre,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Passenger,1.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.58,
Y12H0000124P01T03,Y12H0000124P01,Y12H0000124,1,3,17,1020,17,1040,20,20,0,N/A,4.36,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Passenger,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.58,
Y12H0000124P02T01,Y12H0000124P02,Y12H0000124,1,1,11,715,12,735,20,20,0,135,5.23,Accommodation,Survey Home,At Home,At home,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Whittlesea (C),Whittlesea (C),Personal Business,Vehicle Driver,5.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.81,
Y12H0000124P02T02,Y12H0000124P02,Y12H0000124,1,2,14,870,14,875,5,5,0,145,1.03,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Shops,Shopping Centre,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,1.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.81,
